Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
284096,Nishinoshima,22407,Confirmed Eruption,,,,,2021,,8,,14,,Historical Observations,,2021,,8,,14,,27.247,140.874
284130,Fukutoku-Oka-no-Ba,22408,Confirmed Eruption,,,,,2021,,8,,13,,Historical Observations,>,2021,,8,,19,,24.285,141.481
312030,Pavlof,22411,Confirmed Eruption,,,,,2021,,8,,5,,Historical Observations,>,2021,,8,,19,,55.417,-161.894
284170,Pagan,22409,Confirmed Eruption,,,,,2021,,7,,29,,Historical Observations,,2021,,7,,29,,18.13,145.8
252120,Ulawun,22414,Confirmed Eruption,,,,,2021,,7,,29,,Historical Observations,,2021,,8,,3,,-5.05,151.33
264270,Sirung,22405,Confirmed Eruption,,,,,2021,,7,,21,,Historical Observations,,2021,,7,,21,,-8.508,124.13
273070,Taal,22406,Confirmed Eruption,,,,,2021,,7,,1,,Historical Observations,,2021,,7,,9,,14.002,120.993
261170,Kerinci,22400,Confirmed Eruption,,,,,2021,,5,,31,,Historical Observations,,2021,,6,,13,,-1.697,101.264
311120,Great Sitkin,22401,Confirmed Eruption,,,,,2021,,5,,25,,Historical Observations,>,2021,,8,,19,,52.076,-176.13
263200,Dieng Volcanic Complex,22397,Confirmed Eruption,,,,,2021,,4,,29,,Historical Observations,,2021,,4,,29,,-7.2,109.879
263310,Tengger Caldera,22404,Confirmed Eruption,Bromo,,,,2021,,4,,15,,Historical Observations,,2021,,8,,19,,-7.942,112.95
312070,Veniaminof,22393,Confirmed Eruption,,,,,2021,,2,,28,,Historical Observations,,2021,,4,,5,,56.17,-159.38
311060,Semisopochnoi,22392,Confirmed Eruption,North Cerberus,,,,2021,,2,,2,2,Historical Observations,>,2021,,8,,19,,51.93,179.58
263340,Raung,22383,Confirmed Eruption,,,,,2021,,1,,21,,Historical Observations,,2021,,4,,14,,-8.119,114.056
263250,Merapi,22381,Confirmed Eruption,,1,,,2020,,12,,31,,Historical Observations,>,2021,,8,,19,,-7.54,110.446
263310,Tengger Caldera,22382,Confirmed Eruption,,1,,,2020,,12,,26,,Historical Observations,,2020,,12,,28,,-7.942,112.95
332010,Kilauea,22380,Confirmed Eruption,,0,,,2020,,12,,20,,Historical Observations,,2021,,5,,23,,19.421,-155.287
264230,Lewotolok,22373,Confirmed Eruption,,2,,,2020,,11,,27,,Historical Observations,>,2021,,8,,19,,-8.274,123.508
282060,Kikai,22374,Confirmed Eruption,,1,,,2020,,10,,6,,Historical Observations,,2020,,10,,6,,30.793,130.305
255060,Kavachi,22364,Confirmed Eruption,,0,,,2020,,9,,2,,Historical Observations,,2021,,4,,10,,-8.991,157.979
282050,Kuchinoerabujima,22391,Confirmed Eruption,,1,,,2020,,8,,29,,Historical Observations,,2020,,8,,29,,30.443,130.217
261080,Sinabung,22365,Confirmed Eruption,,3,,,2020,,8,,8,,Historical Observations,>,2021,,8,,19,,3.17,98.392
263340,Raung,22367,Confirmed Eruption,,1,,,2020,,7,,16,,Historical Observations,,2020,,10,,3,,-8.119,114.056
311240,Cleveland,22361,Confirmed Eruption,,3,,,2020,,6,,1,,Historical Observations,,2020,,6,,1,,52.825,-169.944
282060,Kikai,22359,Confirmed Eruption,,1,,,2020,,4,,29,,Historical Observations,,2020,,4,,29,,30.793,130.305
266030,Soputan,22354,Confirmed Eruption,,2,,,2020,,3,,23,,Historical Observations,,2020,,4,,2,,1.112,124.737
255060,Kavachi,22357,Confirmed Eruption,,0,,,2020,,3,,16,,Historical Observations,,2020,,4,,30,,-8.991,157.979
273070,Taal,22344,Confirmed Eruption,,4,,,2020,,1,,12,,Historical Observations,,2020,,1,,22,,14.002,120.993
282050,Kuchinoerabujima,22345,Confirmed Eruption,,3,,,2020,,1,,11,,Historical Observations,,2020,,5,,13,,30.443,130.217
311060,Semisopochnoi,22341,Confirmed Eruption,North Cerberus,1,,,2019,,12,,7,,Historical Observations,,2020,,6,,19,,51.93,179.58
284096,Nishinoshima,22340,Confirmed Eruption,,1,,,2019,,12,,5,,Historical Observations,,2020,,8,,27,,27.247,140.874
311240,Cleveland,22342,Uncertain Eruption,,,,,2019,,11,,7,,Historical Observations,,2019,,12,?,7,,52.825,-169.944
282060,Kikai,22339,Confirmed Eruption,,2,,,2019,,11,,2,,Historical Observations,,2019,,11,,2,,30.793,130.305
283110,Asamayama,22326,Confirmed Eruption,,2,,,2019,,8,,7,,Historical Observations,,2019,,8,,25,,36.406,138.523
263090,Tangkuban Parahu,22325,Confirmed Eruption,,1,,,2019,,7,,26,,Historical Observations,,2019,,9,,17,,-6.77,107.6
311360,Shishaldin,22330,Confirmed Eruption,Summit crater,3,,,2019,,7,,23,,Historical Observations,,2020,,5,,4,,54.756,-163.97
311060,Semisopochnoi,22328,Confirmed Eruption,,1,,,2019,,7,,16,,Historical Observations,,2019,,8,,24,,51.93,179.58
252120,Ulawun,22319,Confirmed Eruption,,4,,,2019,,6,,26,,Historical Observations,,2019,,10,,5,,-5.05,151.33
311120,Great Sitkin,22322,Confirmed Eruption,,1,,,2019,,6,,1,,Historical Observations,,2019,,6,,7,,52.076,-176.13
282110,Asosan,22317,Confirmed Eruption,,2,,,2019,,4,,16,,Historical Observations,,2020,,6,,16,,32.884,131.104
263310,Tengger Caldera,22306,Confirmed Eruption,Bromo,2,,,2019,,2,,18,,Historical Observations,,2019,,7,,28,,-7.942,112.95
261080,Sinabung,22316,Confirmed Eruption,,4,,?,2019,,2,,6,,Historical Observations,,2019,,6,,9,,3.17,98.392
256010,Tinakula,22313,Confirmed Eruption,,2,,<,2018,,12,,8,,Historical Observations,>,2021,,8,,19,,-10.386,165.804
267020,Karangetang,22294,Confirmed Eruption,,2,,,2018,,11,,25,,Historical Observations,>,2021,,8,,6,,2.781,125.407
282050,Kuchinoerabujima,22296,Confirmed Eruption,,3,,,2018,,10,,21,,Historical Observations,,2019,,2,,3,,30.443,130.217
268060,Gamalama,22295,Confirmed Eruption,,1,,,2018,,10,,4,,Historical Observations,,2018,,10,,6,,0.8,127.33
266030,Soputan,22293,Confirmed Eruption,,3,,,2018,,10,,2,,Historical Observations,,2018,,12,,16,,1.112,124.737
260010,Barren Island,22292,Confirmed Eruption,,1,,,2018,,9,,25,,Historical Observations,>,2021,,7,,29,,12.278,93.858
252120,Ulawun,22286,Confirmed Eruption,,2,,,2018,,9,,21,,Historical Observations,,2018,,10,,12,,-5.05,151.33
311060,Semisopochnoi,22289,Confirmed Eruption,,1,,,2018,,9,,8,,Historical Observations,,2018,,10,,31,,51.93,179.58
312070,Veniaminof,22290,Confirmed Eruption,,1,,,2018,,9,,4,,Historical Observations,,2018,,12,,23,,56.17,-159.38
284096,Nishinoshima,22280,Confirmed Eruption,,1,,,2018,,7,,12,,Historical Observations,,2018,,7,,21,,27.247,140.874
262000,Krakatau,22275,Confirmed Eruption,,3,,,2018,,6,,18,,Historical Observations,,2020,,4,,17,,-6.102,105.423
311120,Great Sitkin,22276,Confirmed Eruption,,1,,,2018,,6,,10,,Historical Observations,,2018,,8,,11,,52.076,-176.13
252120,Ulawun,22285,Confirmed Eruption,,1,,,2018,,6,,8,,Historical Observations,,2018,,6,,8,,-5.05,151.33
263250,Merapi,22264,Confirmed Eruption,,3,,,2018,,5,,11,,Historical Observations,,2020,,6,,21,,-7.54,110.446
261140,Marapi,22262,Confirmed Eruption,Verbeek Crater,2,,,2018,,4,,27,,Historical Observations,,2018,,5,,2,,-0.38,100.474
261170,Kerinci,22274,Confirmed Eruption,,1,,,2018,,4,,21,,Historical Observations,,2020,,10,,17,,-1.697,101.264
263200,Dieng Volcanic Complex,22263,Confirmed Eruption,Sileri Crater,1,,,2018,,4,,1,,Historical Observations,,2018,,4,,1,,-7.2,109.879
282090,Kirishimayama,22257,Confirmed Eruption,Shinmoedake,3,,,2018,,3,,1,,Historical Observations,,2018,,6,,27,,31.934,130.862
267020,Karangetang,22256,Confirmed Eruption,,1,,,2018,,2,,2,,Historical Observations,,2018,,2,,2,,2.781,125.407
283120,Kusatsu-Shiranesan,22258,Confirmed Eruption,Motoshiranesan,1,,,2018,,1,,23,,Historical Observations,,2018,,1,,23,,36.618,138.528
273030,Mayon,22250,Confirmed Eruption,,2,,,2018,,1,,13,,Historical Observations,,2019,,10,,12,,13.257,123.685
251002,Kadovar,22246,Confirmed Eruption,,2,,,2018,,1,,5,,Historical Observations,>,2021,,8,,19,,-3.608,144.588
272020,Kanlaon,22249,Confirmed Eruption,,2,,,2017,,12,,9,,Historical Observations,,2017,,12,,9,,10.412,123.132
264020,Agung,22241,Confirmed Eruption,Summit crater,3,,,2017,,11,,21,,Historical Observations,,2019,,6,,13,,-8.343,115.508
261230,Dempo,22248,Confirmed Eruption,,1,,,2017,,11,,9,,Historical Observations,,2017,,11,,9,,-4.016,103.121
256010,Tinakula,22239,Confirmed Eruption,,3,,,2017,,10,,21,,Historical Observations,,2017,,10,,26,,-10.386,165.804
282090,Kirishimayama,22242,Confirmed Eruption,Shinmoedake,2,,,2017,,10,,11,,Historical Observations,,2017,,10,,17,,31.934,130.862
257030,Ambae,22240,Confirmed Eruption,,3,,,2017,,9,?,6,,Historical Observations,,2018,,10,,30,,-15.389,167.835
261170,Kerinci,22273,Confirmed Eruption,,1,,,2017,,8,,13,,Historical Observations,,2017,,8,,13,,-1.697,101.264
264050,Sangeang Api,22228,Confirmed Eruption,Summit crater,2,,,2017,,7,,15,,Historical Observations,,2020,,6,,10,,-8.2,119.07
252120,Ulawun,22225,Confirmed Eruption,,1,,,2017,,6,,11,,Historical Observations,,2017,,11,,3,,-5.05,151.33
273010,Bulusan,22229,Confirmed Eruption,,1,,,2017,,6,,5,,Historical Observations,,2017,,6,,5,,12.769,124.056
261140,Marapi,22226,Confirmed Eruption,Verbeek Crater,1,,,2017,,6,,4,,Historical Observations,,2017,,6,,4,,-0.38,100.474
267020,Karangetang,22212,Uncertain Eruption,,,,,2017,,5,,10,,Historical Observations,,2017,,5,,10,,2.781,125.407
263200,Dieng Volcanic Complex,22227,Confirmed Eruption,Sileri Crater,1,,,2017,,4,,30,,Historical Observations,,2017,,7,,2,,-7.2,109.879
284096,Nishinoshima,22207,Confirmed Eruption,,2,,,2017,,4,,18,1,Historical Observations,,2017,,8,,17,6,27.247,140.874
282080,Aira,22203,Confirmed Eruption,Minamidake summit crater,1,,,2017,,3,,25,,Historical Observations,>,2021,,8,,19,,31.593,130.657
264100,Ebulobo,22211,Uncertain Eruption,,,,,2017,,3,,12,,Historical Observations,,2017,,3,,12,,-8.817,121.191
262000,Krakatau,22188,Confirmed Eruption,Summit crater,1,,,2017,,2,,19,,Historical Observations,,2017,,2,,19,,-6.102,105.423
260010,Barren Island,22187,Confirmed Eruption,,2,,,2017,,1,,15,,Historical Observations,,2017,,5,?,16,,12.278,93.858
311300,Bogoslof,22182,Confirmed Eruption,,3,,,2016,,12,,20,,Historical Observations,,2017,,8,,30,,53.93,-168.03
261170,Kerinci,22172,Confirmed Eruption,,1,,,2016,,11,,15,,Historical Observations,,2016,,11,,21,,-1.697,101.264
252120,Ulawun,22171,Confirmed Eruption,,1,,,2016,,10,,11,,Historical Observations,,2016,,11,,18,,-5.05,151.33
282110,Asosan,22174,Confirmed Eruption,,3,,,2016,,10,,7,,Historical Observations,,2016,,11,,12,,32.884,131.104
268060,Gamalama,22150,Confirmed Eruption,,1,,,2016,,8,,3,,Historical Observations,,2016,,8,,4,,0.8,127.33
264030,Rinjani,22149,Confirmed Eruption,Barujari Crater,2,,,2016,,8,,1,,Historical Observations,,2016,,9,,27,,-8.42,116.47
273010,Bulusan,22151,Confirmed Eruption,SE vent,2,,,2016,,6,,10,,Historical Observations,,2017,,3,,2,,12.769,124.056
311240,Cleveland,22128,Confirmed Eruption,Summit crater,2,,,2016,,4,,16,,Historical Observations,,2019,,1,,16,,52.825,-169.944
261170,Kerinci,22125,Confirmed Eruption,,2,,,2016,,3,,31,,Historical Observations,,2016,,6,,9,,-1.697,101.264
312030,Pavlof,22129,Confirmed Eruption,,2,,,2016,,3,,27,,Historical Observations,,2016,,7,,30,,55.417,-161.894
273010,Bulusan,22114,Confirmed Eruption,,2,,,2016,,2,,22,,Historical Observations,,2016,,2,,22,,12.769,124.056
266030,Soputan,22105,Confirmed Eruption,,3,,,2016,,1,,2,,Historical Observations,,2016,,2,,7,,1.112,124.737
272020,Kanlaon,22106,Confirmed Eruption,,2,,,2015,,11,,24,,Historical Observations,,2016,,6,,18,,10.412,123.132
261140,Marapi,22111,Confirmed Eruption,,1,,,2015,,11,,14,,Historical Observations,,2015,,11,,14,,-0.38,100.474
263310,Tengger Caldera,22103,Confirmed Eruption,Bromo cone,2,,,2015,,11,,12,,Historical Observations,,2016,,11,,12,,-7.942,112.95
264030,Rinjani,22104,Confirmed Eruption,Barujari crater,2,,,2015,,10,,25,,Historical Observations,,2015,,12,,24,,-8.42,116.47
252010,Langila,22123,Confirmed Eruption,,2,,,2015,,10,?,22,,Historical Observations,>,2021,,8,,19,,-5.525,148.42
266100,Lokon-Empung,21093,Confirmed Eruption,Tompaluan,1,,,2015,,8,,30,,Historical Observations,,2015,,9,,28,1,1.358,124.792
268060,Gamalama,21087,Confirmed Eruption,,2,,,2015,,7,,16,,Historical Observations,,2015,,9,,8,,0.8,127.33
264270,Sirung,21086,Confirmed Eruption,,1,,,2015,,7,,7,,Historical Observations,,2015,,7,,8,,-8.508,124.13
283020,Hakoneyama,21080,Confirmed Eruption,,1,,,2015,,6,,29,,Historical Observations,,2015,,7,,1,,35.233,139.021
263170,Cereme,21079,Uncertain Eruption,,,,,2015,,6,,24,,Historical Observations,,2015,,6,,24,,-6.895,108.408
283110,Asamayama,21081,Confirmed Eruption,,1,,,2015,,6,,16,,Historical Observations,,2015,,6,,16,,36.406,138.523
282050,Kuchinoerabujima,21073,Confirmed Eruption,,3,,,2015,,5,,29,,Historical Observations,,2015,,6,,19,,30.443,130.217
266100,Lokon-Empung,21071,Confirmed Eruption,Tompaluan,1,,,2015,,5,,20,,Historical Observations,,2015,,5,,27,,1.358,124.792
273010,Bulusan,21072,Confirmed Eruption,,2,,,2015,,5,,1,,Historical Observations,,2015,,7,,17,,12.769,124.056
266030,Soputan,20988,Confirmed Eruption,,3,,,2015,,1,,6,,Historical Observations,,2015,,3,,7,,1.112,124.737
268060,Gamalama,20989,Confirmed Eruption,,2,,,2014,,12,,18,,Historical Observations,,2014,,12,,25,,0.8,127.33
257050,Lopevi,20986,Uncertain Eruption,,,,,2014,,12,,1,,Historical Observations,,2014,,12,,15,,-16.507,168.346
263340,Raung,21070,Confirmed Eruption,,3,,,2014,,11,,23,5,Historical Observations,,2015,,8,,30,8,-8.119,114.056
312030,Pavlof,20975,Confirmed Eruption,,1,,,2014,,11,,12,,Historical Observations,,2014,,11,,15,,55.417,-161.894
264180,Lewotobi,20973,Uncertain Eruption,,2,,,2014,,10,,6,,Historical Observations,,2014,,10,,6,,-8.542,122.775
283040,Ontakesan,20964,Confirmed Eruption,Summit crater,3,,,2014,,9,,27,,Historical Observations,,2014,,10,,14,,35.893,137.48
282110,Asosan,20960,Confirmed Eruption,Naka-dake,2,,,2014,,8,,30,,Historical Observations,,2016,,5,,1,,32.884,131.104
273030,Mayon,20959,Confirmed Eruption,Summit crater,0,,,2014,,8,,12,,Historical Observations,,2014,,10,,19,,13.257,123.685
282050,Kuchinoerabujima,20952,Confirmed Eruption,Shindake,1,,,2014,,8,,3,,Historical Observations,,2014,,8,,3,,30.443,130.217
252140,Rabaul,20957,Confirmed Eruption,Tavurvur,3,,,2014,,7,,7,,Historical Observations,,2014,,9,,18,,-4.271,152.203
251020,Manam,20956,Confirmed Eruption,,2,,,2014,,6,,29,,Historical Observations,>,2021,,8,,19,,-4.08,145.037
267020,Karangetang,20914,Confirmed Eruption,Main crater,2,,,2014,,6,,8,,Historical Observations,,2016,,3,,15,,2.781,125.407
312030,Pavlof,20909,Confirmed Eruption,NE flank,3,,,2014,,5,,31,,Historical Observations,,2014,,6,,2,,55.417,-161.894
264050,Sangeang Api,20911,Confirmed Eruption,Summit crater,3,,,2014,,5,,30,,Historical Observations,,2015,,11,,5,,-8.2,119.07
284141,Ahyi,20936,Confirmed Eruption,,0,,,2014,,4,,24,,Hydrophonic,,2014,,5,,17,,20.42,145.03
263300,Semeru,22221,Confirmed Eruption,Jonggring Seloko,3,,,2014,,4,,1,15,Historical Observations,>,2021,,8,,19,,-8.108,112.922
262000,Krakatau,20932,Confirmed Eruption,Anak Krakatau,1,,,2014,,3,,31,,Historical Observations,,2014,,3,,31,,-6.102,105.423
251030,Karkar,20910,Confirmed Eruption,,1,,,2014,,3,,26,,Historical Observations,,2014,,3,,27,,-4.649,145.964
263250,Merapi,20892,Confirmed Eruption,,3,,,2014,,3,,9,,Historical Observations,,2014,,4,,20,,-7.54,110.446
263180,Slamet,20933,Confirmed Eruption,,2,,,2014,,3,,8,,Historical Observations,,2014,,9,,17,,-7.242,109.208
263280,Kelut,20934,Confirmed Eruption,,4,,,2014,,2,,13,,Historical Observations,,2014,,2,,15,,-7.93,112.308
267020,Karangetang,20913,Confirmed Eruption,,1,,,2014,,2,,9,,Historical Observations,,2014,,2,,9,,2.781,125.407
261140,Marapi,20931,Confirmed Eruption,,1,,,2014,,2,,3,2,Historical Observations,,2014,,2,,26,,-0.38,100.474
255060,Kavachi,20920,Confirmed Eruption,,1,,,2014,,1,,29,,Historical Observations,,2014,,1,?,29,,-8.991,157.979
311360,Shishaldin,20937,Confirmed Eruption,,1,,,2014,,1,,28,,Historical Observations,,2015,,10,,16,,54.756,-163.97
282110,Asosan,20935,Confirmed Eruption,Naka-dake,1,,,2014,,1,,13,,Historical Observations,,2014,,2,,19,,32.884,131.104
263340,Raung,21069,Uncertain Eruption,,1,,,2014,,1,,4,,Historical Observations,,2014,,1,,4,,-8.119,114.056
284096,Nishinoshima,20916,Confirmed Eruption,Offshore to the SE (Niijima),2,,,2013,,11,,20,,Historical Observations,,2015,,11,?,17,,27.247,140.874
263250,Merapi,20842,Confirmed Eruption,,2,,,2013,,11,,18,,Historical Observations,,2013,,11,,18,,-7.54,110.446
252010,Langila,22390,Uncertain Eruption,,,,,2013,,10,,23,,Historical Observations,,2013,,12,,1,,-5.525,148.42
260010,Barren Island,20918,Confirmed Eruption,,2,,,2013,,10,,12,,Historical Observations,,2016,,5,,17,1,12.278,93.858
263090,Tangkuban Parahu,20987,Confirmed Eruption,,1,,,2013,,10,,5,,Historical Observations,,2013,,10,,5,,-6.77,107.6
261080,Sinabung,20818,Confirmed Eruption,,4,,,2013,,9,,15,,Historical Observations,,2018,,8,,30,,3.17,98.392
264250,Iliwerung,20912,Confirmed Eruption,Hobal (submarine vent on SE flank),0,,,2013,,8,,20,,Historical Observations,,2013,,8,,20,,-8.53,123.57
252120,Ulawun,20835,Confirmed Eruption,,1,,,2013,,7,,8,,Historical Observations,,2013,,12,,21,,-5.05,151.33
284090,Izu-Torishima,20828,Uncertain Eruption,,2,,,2013,,7,,6,,Historical Observations,,2013,,7,,6,,30.484,140.303
263340,Raung,22378,Confirmed Eruption,,1,,,2013,,6,,29,,Historical Observations,,2013,,7,,31,,-8.119,114.056
312070,Veniaminof,20836,Confirmed Eruption,Western intracaldera cone,3,,,2013,,6,,13,,Historical Observations,,2013,,10,,12,1,56.17,-159.38
263300,Semeru,22220,Confirmed Eruption,Jonggring Seloko,1,,,2013,,6,,4,,Historical Observations,,2013,,11,,29,,-8.108,112.922
282060,Kikai,20781,Confirmed Eruption,,1,,,2013,,6,,4,,Historical Observations,,2013,,6,,4,,30.793,130.305
261170,Kerinci,22216,Confirmed Eruption,,2,,,2013,,6,,2,,Historical Observations,,2013,,6,,2,,-1.697,101.264
312030,Pavlof,20807,Confirmed Eruption,Summit,3,,,2013,,5,,13,,Historical Observations,,2013,,6,,26,,55.417,-161.894
273030,Mayon,20798,Confirmed Eruption,,2,,,2013,,5,,7,,Historical Observations,,2013,,5,,7,,13.257,123.685
263090,Tangkuban Parahu,20822,Confirmed Eruption,Ratu Crater,2,,,2013,,2,,21,,Historical Observations,,2013,,3,,6,,-6.77,107.6
260010,Barren Island,20754,Confirmed Eruption,,1,,,2013,,2,,16,,Historical Observations,,2013,,2,,16,,12.278,93.858
284305,Mariana Back-Arc Segment at 15.5°N,21102,Confirmed Eruption,Along a 10 km N-S line at 15.4°N,0,,>,2013,,2,,13,,Historical Observations,<,2015,,12,,1,,15.406,144.506
251030,Karkar,20779,Confirmed Eruption,,3,,,2013,,1,,29,,Historical Observations,,2013,,2,,26,,-4.649,145.964
268040,Gamkonora,20915,Uncertain Eruption,,1,,,2013,,1,,23,,Historical Observations,,2013,,5,,27,,1.38,127.53
252140,Rabaul,20811,Confirmed Eruption,Tavurvur,2,,,2013,,1,,19,,Historical Observations,,2014,,3,,11,,-4.271,152.203
252010,Langila,20788,Confirmed Eruption,,1,,,2012,,12,,1,,Historical Observations,,2012,,12,,5,,-5.525,148.42
252120,Ulawun,20834,Confirmed Eruption,,1,,,2012,,11,,6,,Historical Observations,,2012,,12,,11,,-5.05,151.33
284170,Pagan,20804,Confirmed Eruption,North Pagan,2,,,2012,,10,,30,,Historical Observations,,2012,,12,?,11,,18.13,145.8
263340,Raung,22377,Confirmed Eruption,,3,,,2012,,10,,16,2,Historical Observations,,2013,,1,,6,,-8.119,114.056
264150,Paluweh,20806,Confirmed Eruption,Rokatenda,2,,,2012,,10,,8,,Historical Observations,,2013,,10,,31,7,-8.32,121.708
261140,Marapi,20797,Confirmed Eruption,,1,,,2012,,9,,26,,Historical Observations,,2012,,9,,26,,-0.38,100.474
268060,Gamalama,20766,Confirmed Eruption,Summit crater,1,,,2012,,9,,15,,Historical Observations,,2012,,9,,17,,0.8,127.33
266100,Lokon-Empung,20794,Confirmed Eruption,Tompaluan,2,,,2012,,9,,15,,Historical Observations,,2013,,9,,9,,1.358,124.792
266030,Soputan,20821,Confirmed Eruption,,3,,,2012,,8,,26,,Historical Observations,,2012,,9,,19,,1.112,124.737
252010,Langila,22389,Uncertain Eruption,,0,,,2012,,7,,21,,Historical Observations,,2012,,7,,21,,-5.525,148.42
267020,Karangetang,20776,Confirmed Eruption,,2,,,2012,,5,,14,,Historical Observations,,2013,,9,,5,,2.781,125.407
264270,Sirung,20819,Confirmed Eruption,,2,,,2012,,5,,8,,Historical Observations,,2012,,5,,12,,-8.508,124.13
252120,Ulawun,20833,Confirmed Eruption,,1,,,2012,,5,,7,,Historical Observations,,2012,,5,,31,,-5.05,151.33
252080,Witori,20805,Confirmed Eruption,Pago,2,,,2012,,5,,3,,Historical Observations,,2012,,7,,11,,-5.576,150.516
261140,Marapi,20796,Confirmed Eruption,,1,,,2012,,3,,1,3,Historical Observations,,2012,,5,,18,,-0.38,100.474
311110,Kanaga,20774,Confirmed Eruption,,2,,,2012,,2,,18,,Historical Observations,,2012,,2,,18,,51.923,-177.168
284120,Ioto,20772,Confirmed Eruption,Asodai,1,,,2012,,2,,10,,Historical Observations,,2012,,5,,2,,24.751,141.289
251030,Karkar,20778,Confirmed Eruption,,3,,,2012,,2,,1,,Historical Observations,,2012,,2,,1,,-4.649,145.964
264230,Lewotolok,20791,Confirmed Eruption,Summit,1,,,2012,,1,,2,,Historical Observations,,2012,,1,,14,,-8.274,123.508
261170,Kerinci,22217,Confirmed Eruption,,1,,,2011,,12,,15,,Historical Observations,,2011,,12,,15,,-1.697,101.264
268060,Gamalama,20765,Confirmed Eruption,,2,,,2011,,12,,5,,Historical Observations,,2011,,12,,23,,0.8,127.33
257020,Gaua,20938,Confirmed Eruption,Mt. Garat,1,,,2011,,9,,17,,Historical Observations,,2011,,10,,10,,-14.27,167.5
261140,Marapi,20795,Confirmed Eruption,,2,,,2011,,8,,3,,Historical Observations,,2011,,10,,12,,-0.38,100.474
262000,Krakatau,20787,Confirmed Eruption,Anak Krakatau,2,,,2011,,7,,31,,Historical Observations,,2012,,9,,9,1,-6.102,105.423
252010,Langila,22388,Uncertain Eruption,,0,,,2011,,7,,28,,Historical Observations,,2011,,7,,28,,-5.525,148.42
311240,Cleveland,20758,Confirmed Eruption,Summit crater,2,,,2011,,7,,19,7,Historical Observations,,2015,,8,,18,,52.825,-169.944
266030,Soputan,20820,Confirmed Eruption,,3,,,2011,,7,,3,,Historical Observations,,2011,,8,,15,,1.112,124.737
266100,Lokon-Empung,20793,Confirmed Eruption,Tompaluan,2,,,2011,,6,,26,,Historical Observations,,2012,,5,,1,,1.358,124.792
257030,Ambae,20752,Confirmed Eruption,Lake Manaro,1,,,2011,,6,,4,,Historical Observations,,2011,,7,,10,,-15.389,167.835
282110,Asosan,20753,Confirmed Eruption,Naka-dake,1,,,2011,,5,,15,,Historical Observations,,2011,,6,,9,,32.884,131.104
263300,Semeru,22219,Confirmed Eruption,Jonggring Seloko,2,,,2011,,5,,13,,Historical Observations,,2012,,7,?,20,,-8.108,112.922
284170,Pagan,20803,Confirmed Eruption,North Pagan,2,,,2011,,4,?,23,,Historical Observations,,2011,,9,?,1,,18.13,145.8
252140,Rabaul,20810,Confirmed Eruption,Tavurvur,2,,,2011,,3,,29,,Historical Observations,,2011,,8,,12,,-4.271,152.203
267020,Karangetang,20775,Confirmed Eruption,,2,,,2011,,3,,11,,Historical Observations,,2011,,8,,13,,2.781,125.407
266100,Lokon-Empung,20792,Confirmed Eruption,Tompaluan,1,,,2011,,2,,22,,Historical Observations,,2011,,2,,22,,1.358,124.792
282090,Kirishimayama,20782,Confirmed Eruption,Shinmoe-dake,2,,,2011,,1,,19,,Historical Observations,,2011,,9,,7,,31.934,130.862
263310,Tengger Caldera,16064,Confirmed Eruption,Bromo,3,?,,2010,,11,,26,,Historical Observations,,2011,,6,,13,,-7.942,112.95
273010,Bulusan,16772,Confirmed Eruption,Summit crater,2,,,2010,,11,,6,,Historical Observations,,2011,,5,,13,,12.769,124.056
263250,Merapi,15925,Confirmed Eruption,,4,,,2010,,10,,26,,Historical Observations,,2012,,7,,15,,-7.54,110.446
262000,Krakatau,15634,Confirmed Eruption,Anak Krakatau,2,,,2010,,10,?,25,,Historical Observations,,2011,,3,,9,8,-6.102,105.423
260010,Barren Island,15388,Confirmed Eruption,,2,,,2010,,9,,17,,Historical Observations,,2011,,6,,22,,12.278,93.858
311240,Cleveland,19820,Uncertain Eruption,,2,?,,2010,,9,,12,1,,,2010,,9,,26,,52.825,-169.944
261080,Sinabung,15404,Confirmed Eruption,,2,,,2010,,8,,27,,Historical Observations,,2010,,9,?,18,,3.17,98.392
251020,Manam,14935,Confirmed Eruption,"South Crater, Main Crater",2,,,2010,,8,?,10,,Historical Observations,,2013,,12,>,15,,-4.08,145.037
267020,Karangetang,16544,Confirmed Eruption,,3,?,,2010,,8,,6,,Historical Observations,,2010,,12,?,16,15,2.781,125.407
252140,Rabaul,15101,Confirmed Eruption,Tavurvur,1,?,,2010,,7,,23,,Historical Observations,,2010,,7,,25,,-4.271,152.203
284120,Ioto,18423,Uncertain Eruption,,1,,,2010,,6,,19,,Historical Observations,,2010,,6,,19,,24.751,141.289
311240,Cleveland,19819,Confirmed Eruption,,2,,,2010,,5,,30,,Historical Observations,,2010,,6,?,2,,52.825,-169.944
284193,South Sarigan Seamount,18529,Confirmed Eruption,,3,?,,2010,,5,,27,,Historical Observations,,2010,,5,,29,,16.58,145.78
252120,Ulawun,15077,Confirmed Eruption,,2,?,,2010,,5,,26,4,Historical Observations,,2011,,5,,27,,-5.05,151.33
